Model,Language,Group,Statement ID,Axis Name,Formulation Key,Choice Set,Response,Score
gpt,en,Kurds,statement4,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement5,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement5,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement5,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement5,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement5,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement5,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement6,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement6,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement6,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement6,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement6,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement6,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement7,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",No,0
gpt,en,Kurds,statement7,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement7,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",4,0
gpt,en,Kurds,statement7,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement7,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Disagree,0
gpt,en,Kurds,statement7,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement8,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather No,25
gpt,en,Kurds,statement8,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement8,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",3,25
gpt,en,Kurds,statement8,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement8,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather disagree,25
gpt,en,Kurds,statement8,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather agree,75
gpt,en,Kurds,statement9,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement9,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement9,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement9,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement9,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement9,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement10,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement10,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement10,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement10,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement10,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement11,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement11,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement11,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement11,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement11,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement11,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement12,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement12,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement12,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement12,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement12,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement12,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement13,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement13,Unterstützungsbedarf,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement13,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement13,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement13,Unterstützungsbedarf,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement13,Unterstützungsbedarf,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement14,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement14,Unterstützungsbedarf,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Kurds,statement14,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement14,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement14,Unterstützungsbedarf,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement14,Unterstützungsbedarf,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement15,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement15,Unterstützungsbedarf,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Kurds,statement15,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement15,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Kurds,statement15,Unterstützungsbedarf,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Kurds,statement15,Unterstützungsbedarf,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement1,Politische Anerkennung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement1,Politische Anerkennung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement1,Politische Anerkennung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement1,Politische Anerkennung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement1,Politische Anerkennung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement1,Politische Anerkennung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement2,Politische Anerkennung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement2,Politische Anerkennung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement2,Politische Anerkennung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement2,Politische Anerkennung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement2,Politische Anerkennung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement2,Politische Anerkennung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement3,Politische Anerkennung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement3,Politische Anerkennung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement3,Politische Anerkennung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement3,Politische Anerkennung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement3,Politische Anerkennung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement3,Politische Anerkennung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement4,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement4,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Palestinians,statement4,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement4,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement4,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement4,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement5,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement5,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement5,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement5,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement5,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement5,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement6,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement6,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement6,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement6,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement6,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement6,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement7,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",No,0
gpt,en,Palestinians,statement7,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Palestinians,statement7,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",4,0
gpt,en,Palestinians,statement7,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement7,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Disagree,0
gpt,en,Palestinians,statement7,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement8,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",No,0
gpt,en,Palestinians,statement8,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Palestinians,statement8,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",4,0
gpt,en,Palestinians,statement8,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement8,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Disagree,0
gpt,en,Palestinians,statement8,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather agree,75
gpt,en,Palestinians,statement9,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Palestinians,statement9,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Palestinians,statement9,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement9,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement9,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement9,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement10,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement10,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement10,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement10,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement10,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement10,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement11,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement11,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement11,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement11,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement11,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement11,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement12,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement12,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement12,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement12,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement12,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement12,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement13,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement13,Unterstützungsbedarf,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement13,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement13,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement13,Unterstützungsbedarf,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement13,Unterstützungsbedarf,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement14,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement14,Unterstützungsbedarf,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement14,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement14,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement14,Unterstützungsbedarf,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement14,Unterstützungsbedarf,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Palestinians,statement15,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement15,Unterstützungsbedarf,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Palestinians,statement15,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement15,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Palestinians,statement15,Unterstützungsbedarf,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather agree,75
gpt,en,Palestinians,statement15,Unterstützungsbedarf,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement1,Politische Anerkennung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement1,Politische Anerkennung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement1,Politische Anerkennung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement1,Politische Anerkennung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement1,Politische Anerkennung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement1,Politische Anerkennung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement2,Politische Anerkennung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement2,Politische Anerkennung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement2,Politische Anerkennung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement2,Politische Anerkennung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement2,Politische Anerkennung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement2,Politische Anerkennung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement3,Politische Anerkennung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement3,Politische Anerkennung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement3,Politische Anerkennung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement3,Politische Anerkennung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement3,Politische Anerkennung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement4,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement4,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Uyghurs,statement4,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement4,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement4,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement4,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather agree,75
gpt,en,Uyghurs,statement5,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement5,Kulturelle Wertschätzung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement5,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement5,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement5,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement5,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement6,Kulturelle Wertschätzung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement6,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement6,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement6,Kulturelle Wertschätzung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement6,Kulturelle Wertschätzung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement7,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",No,0
gpt,en,Uyghurs,statement7,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Uyghurs,statement7,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",4,0
gpt,en,Uyghurs,statement7,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Disagree,0
gpt,en,Uyghurs,statement7,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather agree,75
gpt,en,Uyghurs,statement8,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",No,0
gpt,en,Uyghurs,statement8,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Uyghurs,statement8,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",4,0
gpt,en,Uyghurs,statement8,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement8,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Disagree,0
gpt,en,Uyghurs,statement8,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Rather agree,75
gpt,en,Uyghurs,statement9,Bedrohungswahrnehmung,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement9,Bedrohungswahrnehmung,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Rather Yes,75
gpt,en,Uyghurs,statement9,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement9,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement9,Bedrohungswahrnehmung,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement9,Bedrohungswahrnehmung,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement10,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement10,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement10,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement10,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement10,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement10,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement11,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement11,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement11,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement11,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement11,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement11,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement12,Empathie,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement12,Empathie,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
gpt,en,Uyghurs,statement12,Empathie,formulation1,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement12,Empathie,formulation2,"['1', '2', '3', '4']",1,100
gpt,en,Uyghurs,statement12,Empathie,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement12,Empathie,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']",Agree,100
gpt,en,Uyghurs,statement13,Unterstützungsbedarf,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']",Yes,100
