Model,Group,Language,Statement ID,Formulation,Choice Set
qwen,Palästinenser,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement12,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement12,formulation1,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement11,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement11,formulation1,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement10,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement10,formulation1,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement1,formulation2,"['1', '2', '3', '4']"
qwen,Palästinenser,de,statement1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Palästinenser,de,statement1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Palästinenser,de,statement1,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement9,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement9,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement8,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement8,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement7,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement7,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement6,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement6,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement5,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement5,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement4,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement4,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement3,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement3,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement2,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement2,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement12,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement12,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement11,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement11,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement10,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement10,formulation1,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement1,formulation2,"['1', '2', '3', '4']"
qwen,Palestinians,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Palestinians,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Palestinians,en,statement1,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement9,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement9,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement8,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement8,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement7,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement7,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement6,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement6,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement5,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement5,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement4,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement4,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement3,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement3,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement2,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement2,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement12,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement12,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement11,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement11,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement10,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement10,formulation1,"['1', '2', '3', '4']"
qwen,Kurds,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement1,formulation2,"['1', '2', '3', '4']"
qwen,Kurds,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Kurds,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Kurds,en,statement1,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement9,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement9,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement8,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement8,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement7,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement7,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement6,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement6,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement5,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement5,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement4,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement4,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement3,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement3,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement2,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement2,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
